Year,dummy2020,AN Conference,Sentiment_conf,Conference,Week_Index,Mentions_conf,conflosing%total,WeeklyConfWinPCTTotal,Total Games Played,Total Count of wins,Total count of losses,total points for,total points against,total point difference,Conflosing%nonconf,WeeklyConfWinPCTinNonConfGames,non conference games played,total count of non conference wins,count of non conference losses,points for non conference,points against non conference,point difference non conference,conference games played,count of conference wins,count of conference losses,points for in conference,points against in conference,point difference in conference,games vs power five,wins vs power five,losses vs power five,points for vs power five,points against vs power five ,point difference vs power five,games vs FCS,wins vs FCS,losses vs FCS,points for vs FCS,points against vs FCS,point difference vs FCS
2023,0,Big10W12,13,Big10,12,25204,0.5,0.5,14,7,7,280,280,0,,,0,0,0,0,0,0,14,7,7,280,280,0,14,7,7,280,280,0,0,0,0,0,0,0.0
2023,0,Big10W13,39,Big10,13,29555,0.5,0.5,14,7,7,381,381,0,,,0,0,0,0,0,0,14,7,7,381,381,0,14,7,7,381,381,0,0,0,0,0,0,0.0
2023,0,Big10W14,56,Big10,14,20614,0.5,0.5,2,1,1,26,26,0,,,0,0,0,0,0,0,2,1,1,26,26,0,2,1,1,26,26,0,0,0,0,0,0,0.0
2023,0,Big10W15,36,Big10,15,18662,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,Big10W16,18,Big10,16,12807,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,Big10W17,50,Big10,17,16420,0.0,1.0,1,1,0,14,7,7,,1.0,1,1,0,14,7,7,0,0,0,0,0,0,1,1,0,14,7,7,0,0,0,0,0,0.0
2023,0,Big10W18,35,Big10,18,18886,0.4,0.6,5,3,2,120,113,7,,0.6,5,3,2,120,113,7,0,0,0,0,0,0,4,2,2,90,89,1,0,0,0,0,0,0.0
2023,0,Big10W19,49,Big10,19,32372,0.666666667,0.333333333,3,1,2,58,90,-32,,0.333333333,3,1,2,58,90,-32,0,0,0,0,0,0,3,1,2,58,90,-32,0,0,0,0,0,0.0
2023,0,Big10W20,82,Big10,20,46255,0.0,1.0,1,1,0,34,13,21,,1.0,1,1,0,34,13,21,0,0,0,0,0,0,1,1,0,34,13,21,0,0,0,0,0,0.0
2023,0,Big12W1,78,Big12,1,18390,0.285714286,0.714285714,14,10,4,534,242,292,,0.714285714,14,10,4,534,242,292,0,0,0,0,0,0,2,0,2,57,83,-26,5,5,0,216,52,164.0
2023,0,Big12W2,36,Big12,2,39579,0.285714286,0.714285714,14,10,4,445,283,162,,0.714285714,14,10,4,445,283,162,0,0,0,0,0,0,7,4,3,178,161,17,3,3,0,138,39,99.0
2023,0,Big12W3,44,Big12,3,36887,0.357142857,0.642857143,14,9,5,416,265,151,,0.666666667,12,8,4,367,216,151,2,1,1,49,49,0,5,3,2,131,116,15,3,3,0,119,24,95.0
2023,0,Big12W4,61,Big12,4,13402,0.428571429,0.571428571,14,8,6,376,328,48,,1.0,2,2,0,72,24,48,12,6,6,304,304,0,12,6,6,304,304,0,0,0,0,0,0,0.0
2023,0,Big12W5,38,Big12,5,13287,0.5,0.5,12,6,6,379,379,0,,,0,0,0,0,0,0,12,6,6,379,379,0,12,6,6,379,379,0,0,0,0,0,0,0.0
2023,0,Big12W6,55,Big12,6,11895,0.5,0.5,10,5,5,281,281,0,,,0,0,0,0,0,0,10,5,5,281,281,0,10,5,5,281,281,0,0,0,0,0,0,0.0
2023,0,Big12W7,27,Big12,7,11951,0.428571429,0.571428571,14,8,6,376,328,48,,1.0,2,2,0,72,24,48,12,6,6,304,304,0,12,6,6,304,304,0,0,0,0,0,0,0.0
2023,0,Big12W8,40,Big12,8,9182,0.5,0.5,12,6,6,343,343,0,,,0,0,0,0,0,0,12,6,6,343,343,0,12,6,6,343,343,0,0,0,0,0,0,0.0
2023,0,Big12W9,38,Big12,9,12962,0.5,0.5,12,6,6,328,328,0,,,0,0,0,0,0,0,12,6,6,328,328,0,12,6,6,328,328,0,0,0,0,0,0,0.0
2023,0,Big12W10,37,Big12,10,11794,0.5,0.5,14,7,7,373,373,0,,,0,0,0,0,0,0,14,7,7,373,373,0,14,7,7,373,373,0,0,0,0,0,0,0.0
2023,0,Big12W11,33,Big12,11,13921,0.5,0.5,14,7,7,391,391,0,,,0,0,0,0,0,0,14,7,7,391,391,0,14,7,7,391,391,0,0,0,0,0,0,0.0
2023,0,Big12W12,45,Big12,12,12941,0.5,0.5,14,7,7,397,397,0,,,0,0,0,0,0,0,14,7,7,397,397,0,14,7,7,397,397,0,0,0,0,0,0,0.0
2023,0,Big12W13,59,Big12,13,13959,0.5,0.5,14,7,7,499,499,0,,,0,0,0,0,0,0,14,7,7,499,499,0,14,7,7,499,499,0,0,0,0,0,0,0.0
2023,0,Big12W14,56,Big12,14,14162,0.5,0.5,2,1,1,70,70,0,,,0,0,0,0,0,0,2,1,1,70,70,0,2,1,1,70,70,0,0,0,0,0,0,0.0
2023,0,Big12W15,73,Big12,15,13246,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,Big12W16,67,Big12,16,11617,0.0,1.0,1,1,0,34,14,20,,1.0,1,1,0,34,14,20,0,0,0,0,0,0,1,1,0,34,14,20,0,0,0,0,0,0.0
2023,0,Big12W17,87,Big12,17,10885,1.0,0.0,1,0,1,17,30,-13,,0.0,1,0,1,17,30,-13,0,0,0,0,0,0,1,0,1,17,30,-13,0,0,0,0,0,0.0
2023,0,Big12W18,69,Big12,18,9826,0.333333333,0.666666667,6,4,2,188,162,26,,0.666666667,6,4,2,188,162,26,0,0,0,0,0,0,4,3,1,113,90,23,0,0,0,0,0,0.0
2023,0,Big12W19,61,Big12,19,8801,1.0,0.0,1,0,1,31,37,-6,,0.0,1,0,1,31,37,-6,0,0,0,0,0,0,1,0,1,31,37,-6,0,0,0,0,0,0.0
2023,0,Big12W20,69,Big12,20,7003,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,Pac12W1,75,Pac12,1,21706,0.0,1.0,13,13,0,604,244,360,,1.0,13,13,0,604,244,360,0,0,0,0,0,0,2,2,0,69,53,16,3,3,0,143,31,112.0
2023,0,Pac12W2,53,Pac12,2,21573,0.333333333,0.666666667,12,8,4,373,244,129,,0.7,10,7,3,307,178,129,2,1,1,66,66,0,9,5,4,240,217,23,1,1,0,55,7,48.0
2023,0,Pac12W3,53,Pac12,3,15639,0.181818182,0.818181818,11,9,2,404,182,222,,0.818181818,11,9,2,404,182,222,0,0,0,0,0,0,1,1,0,41,7,34,5,4,1,208,82,126.0
2023,0,Pac12W4,58,Pac12,4,29948,0.5,0.5,12,6,6,344,344,0,,,0,0,0,0,0,0,12,6,6,344,344,0,12,6,6,344,344,0,0,0,0,0,0,0.0
2023,0,Pac12W5,31,Pac12,5,19183,0.5,0.5,10,5,5,265,265,0,,,0,0,0,0,0,0,10,5,5,265,265,0,10,5,5,265,265,0,0,0,0,0,0,0.0
2023,0,Pac12W6,79,Pac12,6,11538,0.5,0.5,8,4,4,269,269,0,,,0,0,0,0,0,0,8,4,4,269,269,0,8,4,4,269,269,0,0,0,0,0,0,0.0
2023,0,Pac12W7,41,Pac12,7,12190,0.5,0.5,12,6,6,344,344,0,,,0,0,0,0,0,0,12,6,6,344,344,0,12,6,6,344,344,0,0,0,0,0,0,0.0
2023,0,Pac12W8,37,Pac12,8,10280,0.5,0.5,8,4,4,199,199,0,,,0,0,0,0,0,0,8,4,4,199,199,0,8,4,4,199,199,0,0,0,0,0,0,0.0
2023,0,Pac12W9,19,Pac12,9,17821,0.5,0.5,12,6,6,375,375,0,,,0,0,0,0,0,0,12,6,6,375,375,0,12,6,6,375,375,0,0,0,0,0,0,0.0
2023,0,Pac12W10,39,Pac12,10,15816,0.5,0.5,12,6,6,333,333,0,,,0,0,0,0,0,0,12,6,6,333,333,0,12,6,6,333,333,0,0,0,0,0,0,0.0
2023,0,Pac12W11,44,Pac12,11,11014,0.5,0.5,12,6,6,375,375,0,,,0,0,0,0,0,0,12,6,6,375,375,0,12,6,6,375,375,0,0,0,0,0,0,0.0
2023,0,Pac12W12,24,Pac12,12,12523,0.5,0.5,12,6,6,334,334,0,,,0,0,0,0,0,0,12,6,6,334,334,0,12,6,6,334,334,0,0,0,0,0,0,0.0
2023,0,Pac12W13,47,Pac12,13,11379,0.545454545,0.454545455,11,5,6,268,301,-33,,0.0,1,0,1,23,56,-33,10,5,5,245,245,0,10,5,5,245,245,0,0,0,0,0,0,0.0
2023,0,Pac12W14,34,Pac12,14,11835,0.5,0.5,2,1,1,65,65,0,,,0,0,0,0,0,0,2,1,1,65,65,0,2,1,1,65,65,0,0,0,0,0,0,0.0
2023,0,Pac12W15,65,Pac12,15,8910,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,Pac12W16,68,Pac12,16,7516,0.5,0.5,2,1,1,49,56,-7,,0.5,2,1,1,49,56,-7,0,0,0,0,0,0,1,0,1,14,34,-20,0,0,0,0,0,0.0
2023,0,Pac12W17,53,Pac12,17,10339,1.0,0.0,1,0,1,7,14,-7,,0.0,1,0,1,7,14,-7,0,0,0,0,0,0,1,0,1,7,14,-7,0,0,0,0,0,0.0
2023,0,Pac12W18,38,Pac12,18,6926,0.333333333,0.666666667,3,2,1,88,92,-4,,0.666666667,3,2,1,88,92,-4,0,0,0,0,0,0,2,2,0,80,52,28,0,0,0,0,0,0.0
2023,0,Pac12W19,49,Pac12,19,8038,0.0,1.0,2,2,0,82,37,45,,1.0,2,2,0,82,37,45,0,0,0,0,0,0,1,1,0,37,31,6,0,0,0,0,0,0.0
2023,0,Pac12W20,53,Pac12,20,10358,1.0,0.0,1,0,1,13,34,-21,,0.0,1,0,1,13,34,-21,0,0,0,0,0,0,1,0,1,13,34,-21,0,0,0,0,0,0.0
2023,0,SECW1,57,SEC,1,26959,0.2,0.8,15,12,3,654,243,411,,0.8,15,12,3,654,243,411,0,0,0,0,0,0,4,1,3,101,113,-12,6,6,0,307,57,250.0
2023,0,SECW2,25,SEC,2,20499,0.214285714,0.785714286,14,11,3,481,268,213,,0.785714286,14,11,3,481,268,213,0,0,0,0,0,0,5,2,3,122,152,-30,5,5,0,226,68,158.0
2023,0,SECW3,42,SEC,3,26191,0.357142857,0.642857143,14,9,5,428,288,140,,0.75,8,6,2,290,150,140,6,3,3,138,138,0,9,5,4,247,226,21,1,1,0,45,13,32.0
2023,0,SECW4,47,SEC,4,19632,0.357142857,0.642857143,14,9,5,426,345,81,,1.0,4,4,0,150,69,81,10,5,5,276,276,0,10,5,5,276,276,0,0,0,0,0,0,0.0
2023,0,SECW5,43,SEC,5,16230,0.5,0.5,14,7,7,431,431,0,,,0,0,0,0,0,0,14,7,7,431,431,0,14,7,7,431,431,0,0,0,0,0,0,0.0
2023,0,SECW6,29,SEC,6,18769,0.454545455,0.545454545,11,6,5,338,325,13,,1.0,1,1,0,41,28,13,10,5,5,297,297,0,10,5,5,297,297,0,0,0,0,0,0,0.0
2023,0,SECW7,38,SEC,7,14991,0.357142857,0.642857143,14,9,5,426,345,81,,1.0,4,4,0,150,69,81,10,5,5,276,276,0,10,5,5,276,276,0,0,0,0,0,0,0.0
2023,0,SECW8,44,SEC,8,14847,0.444444444,0.555555556,9,5,4,221,159,62,,1.0,1,1,0,62,0,62,8,4,4,159,159,0,8,4,4,159,159,0,0,0,0,0,0,0.0
2023,0,SECW9,40,SEC,9,14658,0.5,0.5,10,5,5,250,250,0,,,0,0,0,0,0,0,10,5,5,250,250,0,10,5,5,250,250,0,0,0,0,0,0,0.0
2023,0,SECW10,43,SEC,10,15171,0.428571429,0.571428571,14,8,6,439,373,66,,1.0,2,2,0,97,31,66,12,6,6,342,342,0,12,6,6,342,342,0,0,0,0,0,0,0.0
2023,0,SECW11,43,SEC,11,17313,0.5,0.5,14,7,7,441,441,0,,,0,0,0,0,0,0,14,7,7,441,441,0,14,7,7,441,441,0,0,0,0,0,0,0.0
2023,0,SECW12,19,SEC,12,17948,0.285714286,0.714285714,14,10,4,475,268,207,,0.875,8,7,1,332,125,207,6,3,3,143,143,0,7,4,3,185,160,25,2,2,0,104,20,84.0
2023,0,SECW13,31,SEC,13,25287,0.571428571,0.428571429,14,6,8,369,420,-51,,0.4,5,2,3,136,163,-27,9,4,5,233,257,-24,14,6,8,369,420,-51,0,0,0,0,0,0.0
2023,0,SECW14,57,SEC,14,36970,0.5,0.5,2,1,1,51,51,0,,,0,0,0,0,0,0,2,1,1,51,51,0,2,1,1,51,51,0,0,0,0,0,0,0.0
2023,0,SECW15,55,SEC,15,18923,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,SECW16,71,SEC,16,16387,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,SECW17,47,SEC,17,21195,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,SECW18,39,SEC,18,17664,0.5,0.5,6,3,3,186,131,55,,0.5,6,3,3,186,131,55,0,0,0,0,0,0,6,3,3,186,131,55,0,0,0,0,0,0.0
2023,0,SECW19,57,SEC,19,20306,0.5,0.5,2,1,1,55,58,-3,,0.5,2,1,1,55,58,-3,0,0,0,0,0,0,2,1,1,55,58,-3,0,0,0,0,0,0.0
2023,0,SECW20,41,SEC,20,36562,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
